processo,cd_acordao,classe,assunto,relator,comarca,orgao_julgador,camara,secao,data_julgamento,data_publicacao,valor_indenizacao,tem_dano_moral,houve_majoracao,n_palavras_ementa,ementa
1036354-27.2025.8.26.0100,20623435,Apelação Cível,Associação,Silvério da Silva,São Paulo,8ª Câmara de Direito Privado,8,Direito Privado,13/06/2026,15/06/2026,8000.0,True,False,147,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA PARCIALMENTE PROCEDENTE, QUE JULGOU EXTINTA A RELAÇÃO JURÍDICA. INCONFORMISMO DA AUTORA. DESCONTOS EM BENEFÍCIO PREVIDENCIÁRIO. ADESÃO VIA ELETRÔNICA QUE NÃO TEM VALIDADE, DIANTE DA AUSÊNCIA DE INFORMAÇÕES CLARAS SOBRE AS CONDIÇÕES E OBRIGAÇÕES DO CONSUMIDOR. ASSINATURA ELETRÔNICA QUESTIONADA. AUSÊNCIA DE PROVA DE QUE A CONSUMIDORA FOI INFORMADA SOBRE O OBJETO DO CONTRATO COM CLAREZA. AFRONTA AOS PRINCÍPIOS DO CDC. INEXIGIBILIDADE DO DÉBITO QUE DEVE SE IMPOR. ILICITUDE DOS DESCONTOS. REPETIÇÃO EM DOBRO DEVIDA. MÁ-FÉ CARACTERIZADA. DANO MORAL . OCORRÊNCIA. DANO 'IN RE IPSA'. TESE FIXADA POR OCASIÃO DO JULGAMENTO DO IRDR Nº59 DESTE TRIBUNAL. DESCONTOS INDEVIDOS NO BENEFÍCIO PREVIDENCIÁRIO, QUE DESESTRUTURAM O FLUXO DE CAIXA DA AUTORA. INDENIZAÇÃO ARBITRADA EM R$ 8.000,00. SUCUMBÊNCIA ATRIBUÍDA À RÉ. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR ATUALIZADO DA CONDENAÇÃO. DADO PROVIMENTO PARCIAL AO RECURSO"
1002176-77.2024.8.26.0103,20623377,Apelação Cível,Associação,Silvério da Silva,Caconde,8ª Câmara de Direito Privado,8,Direito Privado,13/06/2026,15/06/2026,8000.0,True,False,51,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA PARCIALMENTE PROCEDENTE. INCONFORMISMO DA AUTORA. DESCONTOS INDEVIDOS NO BENEFÍCIO PREVIDENCIÁRIO. DANO MORAL OCORRÊNCIA. DANO 'IN RE IPSA'. TESE FIXADA POR OCASIÃO DO JULGAMENTO DO IRDR Nº59 DESTE TRIBUNAL. INDENIZAÇÃO ARBITRADA EM R$ 8.000,00. DADO PROVIMENTO AO RECURSO."
1000666-87.2024.8.26.0213,20623349,Apelação Cível,Associação,Silvério da Silva,Guará,8ª Câmara de Direito Privado,8,Direito Privado,13/06/2026,15/06/2026,2000.0,True,False,59,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA PARCIALMENTE PROCEDENTE. INCONFORMISMO DA AUTORA. DESCONTOS INDEVIDOS EM BENEFÍCIO PFREVIDENCIÁRIO. DANO MORAL . OCORRÊNCIA. DANO IN RE IPSA. IRDR Nº 59 DESTE TRIBUNAL. INDENIZAÇÃO ARBITRADA EM R$ R$ 2.000,00. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR DA CONDENAÇÃO. DADO PROVIMENTO PARCIAL AO RECURSO"
1001014-63.2024.8.26.0615,20623363,Apelação Cível,Associação,Silvério da Silva,Tanabi,8ª Câmara de Direito Privado,8,Direito Privado,13/06/2026,15/06/2026,8000.0,True,False,140,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA IMPROCEDENTE. INCONFORMISMO DA AUTORA. DESCONTOS EM BENEFÍCIO PREVIDENCIÁRIO. ADESÃO VIA ELETRÔNICA QUE NÃO TEM VALIDADE, DIANTE DA AUSÊNCIA DE INFORMAÇÕES CLARAS SOBRE AS CONDIÇÕES E OBRIGAÇÕES DO CONSUMIDOR. ASSINATURA ELETRÔNICA QUESTIONADA. AUSÊNCIA DE PROVA DE QUE A CONSUMIDORA FOI INFORMADA SOBRE O OBJETO DO CONTRATO COM CLAREZA. AFRONTA AOS PRINCÍPIOS DO CDC. INEXIGIBILIDADE DO DÉBITO QUE DEVE SE IMPOR. ILICITUDE DOS DESCONTOS. REPETIÇÃO EM DOBRO DEVIDA. MÁ-FÉ CARACTERIZADA. DANO MORAL . OCORRÊNCIA. DANO 'IN RE IPSA'. TESE FIXADA POR OCASIÃO DO JULGAMENTO DO IRDR Nº59 DESTE TRIBUNAL. DESCONTOS INDEVIDOS NO BENEFÍCIO PREVIDENCIÁRIO, QUE DESESTRUTURAM O FLUXO DE CAIXA DA AUTORA. INDENIZAÇÃO ARBITRADA EM R$ 8.000,00. SUCUMBÊNCIA ATRIBUÍDA À RÉ. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR ATUALIZADO DA CONDENAÇÃO. DADO PROVIMENTO PARCIAL AO RECURSO"
1001526-88.2024.8.26.0213,20623356,Apelação Cível,Associação,Silvério da Silva,Guará,8ª Câmara de Direito Privado,8,Direito Privado,13/06/2026,15/06/2026,8000.0,True,False,161,"APELAÇÃO. DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C.C. INDENIZAÇÃO POR DANO MATERIAL E MORAL. SENTENÇA PROCEDENTE. INCONFORMISMO DA RÉ. CERCEAMENTO DE DEFESA. INOCORRÊNCIA. DESNECESSÁRIA PROVA ORAL. PRELIMINAR REJEITADA. DESCONTOS EM BENEFÍCIO PREVIDENCIÁRIO. ADESÃO VIA ELETRÔNICA QUE NÃO TEM VALIDADE, DIANTE DA AUSÊNCIA DE INFORMAÇÕES CLARAS SOBRE AS CONDIÇÕES E OBRIGAÇÕES DO CONSUMIDOR. LINK DA GRAVAÇÃO TELEFÔNICA QUE NÃO ELUCIDA O OBJETO DO CONTRATO COM CLAREZA. CONSUMIDOR QUE SE LIMITA A REPETIR A FALA DA ATENDENTE, PALAVRA POR PALAVRA, SEM DEMONSTRAR CONHECIMENTO DA CONTRATAÇÃO. AFRONTA AOS PRINCÍPIOS DO CDC. INEXIGIBILIDADE DO DÉBITO QUE DEVE SE IMPOR. ILICITUDE DOS DESCONTOS. REPETIÇÃO EM DOBRO DEVIDA. MÁ-FÉ CARACTERIZADA. DANO MORAL . OCORRÊNCIA. DANO 'IN RE IPSA'. TESE FIXADA POR OCASIÃO DO JULGAMENTO DO IRDR Nº59 DESTE TRIBUNAL. DESCONTOS INDEVIDOS NO BENEFÍCIO PREVIDENCIÁRIO, QUE DESESTRUTURAM O FLUXO DE CAIXA DA AUTORA. INDENIZAÇÃO ARBITRADA EM R$ 8.000,00. SUCUMBÊNCIA ATRIBUÍDA À RÉ. HONORÁRIOS DE ADVOGADO FIXADOS EM 20% SOBRE O VALOR ATUALIZADO DA CONDENAÇÃO. DADO PROVIMENTO PARCIAL AO RECURSO"
1124829-90.2024.8.26.0100,20621479,Apelação Cível,Atraso de vôo,Alexandre Batista Alves,São Paulo,16ª Câmara de Direito Privado,16,Direito Privado,13/06/2026,15/06/2026,5000.0,False,False,198,"APELAÇÃO CÍVEL. AÇÃO INDENIZATÓRIA POR DANOS MATERIAIS E MORAIS. TRANSPORTE AÉREO. SENTENÇA DE PARCIAL PROCEDÊNCIA. INSURGÊNCIA DA AUTORA. PARCIAL ACOLHIMENTO. Inaplicabilidade do sobrestamento determinado no Tema nº 1.417 da Repercussão Geral. Controvérsia que não versa propriamente sobre excludente de responsabilidade fundada em caso fortuito externo ou força maior, nas hipóteses taxativas do art. 256, § 3º, do Código Brasileiro de Aeronáutica. Ausência de comprovação concreta de restrição ao voo, pouso ou decolagem imposta por autoridade aeronáutica ou órgão da Administração Pública. Relação de consumo. Responsabilidade objetiva da transportadora. Autora que adquiriu passagem aérea para o trecho Chapecó/SC – São Paulo/Guarulhos, com partida prevista para 19/05/2024. Cancelamento do voo original sem prévia comunicação adequada. Realocação apenas para o dia seguinte. Primeiro voo de realocação também cancelado. Chegada ao destino final apenas em 20/05/2024, com atraso aproximado de 20 horas. Falha na prestação do serviço caracterizada. Ausência de adequada assistência material e informacional. Danos materiais reconhecidos na origem e mantidos. Danos morais configurados. Situação que extrapola o mero aborrecimento cotidiano. Indenização fixada em R$ 5.000,00 (cinco mil reais), em observância aos princípios da razoabilidade e proporcionalidade e aos parâmetros adotados por esta C. Câmara. Sentença parcialmente reformada. Recurso parcialmente provido."
1001821-91.2025.8.26.0407,20619947,Apelação Cível,Associação,Lucilia Alcione Prata,Osvaldo Cruz,6ª Câmara de Direito Privado,6,Direito Privado,12/06/2026,12/06/2026,5000.0,True,False,116,"APELAÇÃO CÍVEL. AÇÃO DECLARATÓRIA DE INEXISTÊNCIA DE RELAÇÃO JURÍDICA CUMULADA COM RESTITUIÇÃO DE VALORES E INDENIZAÇÃO. Descontos indevidos em benefício previdenciário. Associação de servidores. Insurgência do autor restrita ao pleito de danos morais . Incidência do Tema 59 do TJSP (IRDR nº 2116802-76.2025.8.26.0000). Dano moral configurado na modalidade in re ipsa. Precedente de observância obrigatória. Contratação não comprovada. Desfalque patrimonial incidente sobre verba de natureza alimentar de pessoa idosa. Violação aos princípios da boa-fé objetiva, transparência e segurança (CDC). Indenização fixada em R$ 5.000,00, em consonância com os princípios da proporcionalidade e da razoabilidade. Consectários legais ajustados à Súmula 54 do STJ e à Lei nº 14.905/24. Redistribuição dos ônus sucumbenciais. Sentença parcialmente reformada. RECURSO PROVIDO."
1013981-29.2025.8.26.0576,20619657,Apelação Cível,Associação,Lucilia Alcione Prata,São José do Rio Preto,6ª Câmara de Direito Privado,6,Direito Privado,12/06/2026,12/06/2026,5000.0,True,False,121,"APELAÇÃO CÍVEL. AÇÃO DECLARATÓRIA DE INEXISTÊNCIA DE DÉBITO CUMULADA COM RESTITUIÇÃO EM DOBRO E INDENIZAÇÃO POR DANO MORAL . Descontos indevidos em benefício previdenciário. Associação de aposentados e pensionistas. Insurgência da autora restrita ao pleito de danos morais . Incidência do Tema 59 do TJSP (IRDR nº 2116802-76.2025.8.26.0000). Dano moral configurado na modalidade in re ipsa. Precedente de observância obrigatória. Contratação não comprovada. Desfalque patrimonial incidente sobre verba de natureza alimentar de pessoa idosa. Violação aos princípios da boa-fé objetiva, transparência e segurança (CDC). Indenização fixada em R$ 5.000,00, em consonância com os princípios da proporcionalidade e da razoabilidade. Consectários legais ajustados à Súmula 54 do STJ e à Lei nº 14.905/24. Redistribuição dos ônus sucumbenciais. Sentença parcialmente reformada. RECURSO PROVIDO."
1025326-96.2024.8.26.0003,20619510,Apelação Cível,Cancelamento de vôo,Francisco Giaquinto,São Paulo,13ª Câmara de Direito Privado,13,Direito Privado,12/06/2026,12/06/2026,7000.0,True,True,196,"DIREITO DO CONSUMIDOR. APELAÇÃO. INDENIZAÇÃO POR DANOS MORAIS . ATRASO DE VOO. RECURSO PROVIDO EM PARTE.
I. Caso em Exame
Ação de reparação de danos julgada parcialmente procedente, condenando a ré ao pagamento de indenização por danos morais e materiais. Os autores apelam visando a majoração da indenização por danos morais devido ao atraso de 19 horas no voo.
II. Questão em Discussão
2. A questão em discussão consiste em determinar a adequação do valor da indenização por danos morais fixada em razão do atraso excessivo do voo e a conduta omissiva da ré.
III. Razões de Decidir
3. A falha na prestação do serviço pela companhia aérea ré decorreu do atraso do voo, que impôs aos autores desgaste que extrapola o mero aborrecimento cotidiano.
4. O atraso excessivo, aliado à falta de assistência material e à imposição de trajetos alternativos gravosos, justifica a majoração da verba indenizatória.
IV. Dispositivo e Tese
5. Recurso provido em parte. Tese de julgamento: 1. A indenização por dano moral deve ser proporcional ao dano sofrido e ter caráter preventivo e punitivo. 2. Majoração da indenização por danos morais para R$ 7.000,00 para cada autor, em valor menor ao sugerido."
1019318-69.2025.8.26.0003,20617265,Apelação Cível,Atraso de vôo,Alexandre Batista Alves,São Paulo,16ª Câmara de Direito Privado,16,Direito Privado,04/06/2026,12/06/2026,,False,False,108,"DIREITO DO CONSUMIDOR. RECURSO DE APELAÇÃO. AÇÃO INDENIZATÓRIA. TRANSPORTE AÉREO NACIONAL. ATRASO NO DESEMBARQUE. SENTENÇA DE IMPROCEDÊNCIA. INCONFORMISMO DOS AUTORES. PARCIAL ACOLHIMENTO. Inaplicabilidade do Tema 1417 do C. STF. Preliminar de nulidade da r. sentença por ausência de fundamentação afastada. Atraso de mais de 16h na chegada ao destino, com a presença de menor impúbere. Período de grande monta. Inversão do ônus da prova. Ausência de comprovação de correta prestação de serviço, mesmo diante de verificação de assistência, ensejando a reparação por danos morais . Responsabilidade objetiva da companhia aérea. Danos morais configurados. Precedentes desta E. 16ª Câmara de Direito Privado. Sentença de improcedência reformada. Recurso parcialmente provido."
1011776-96.2024.8.26.0047,20617298,Apelação Cível,Bancários,Matheus Fontes,Assis,22ª Câmara de Direito Privado,22,Direito Privado,11/06/2026,12/06/2026,,True,False,77,"AÇÃO DECLARATÓRIA – CONTRATO DE EMPRÉSTIMO CONSIGNADO - NEGATIVA DE CONTRATAÇÃO – ÔNUS DA PROVA A CARGO DE QUEM SE CONSIDERA CREDOR – REPETIÇÃO SIMPLES DO INDÉBITO CONSOANTE MODULAÇÃO FIRMADA EM TRIBUNAL SUPERIOR - CORREÇÃO MONETÁRIA DE CADA DESCONTO INDEVIDO (SÚMULA Nº 43, STJ) - JUROS DE MORA DO EVENTO DANOSO (SÚMULA Nº 54, STJ) - DANO MORAL CONFIGURADO – AÇÃO PROCEDENTE EM PARTE - SUCUMBÊNCIA PELO RÉU – SÚMULA Nº 326, STJ - RECURSO PARCIALMENTE PROVIDO."
1012379-61.2025.8.26.0007,20617563,Apelação Cível,Bancários,Décio Rodrigues,São Paulo,21ª Câmara de Direito Privado,21,Direito Privado,12/06/2026,12/06/2026,,True,False,42,"APELAÇÃO. AÇÃO DECLARATÓRIA DE INEXIGIBILIDADE DE DÉBITO C/C INDENIZAÇÃO. EMPRÉSTIMO CONSIGNADO NÃO RECONHECIDO. DESCONTOS INDEVIDOS EM BENEFÍCIO PREVIDENCIÁRIO DE IDOSO. DANO MORAL ""IN RE IPSA"" CONFIGURADO. RESTITUIÇÃO EM DOBRO DEVIDA (CDC, ART. 42, P. ÚNICO; TEMA 929/STJ). RECURSO DO AUTOR PARCIALMENTE PROVIDO."
1001781-15.2024.8.26.0482,20616763,Apelação Cível,Compra e Venda,Salles Rossi,Presidente Prudente,8ª Câmara de Direito Privado,8,Direito Privado,12/06/2026,12/06/2026,10000.0,True,False,127,"COMPRA E VENDA. LOTE DE TERRENO. RESCISÃO CONTRATUAL. LOTEAMENTO IRREGULAR. INDENIZAÇÃO POR DANOS MORAIS . Sentença de parcial procedência. Condenação da parte ré ao ressarcimento de todos os valores pagos, com correção monetária a partir de cada desembolso e juros legais de mora a fluir do trânsito em julgado. Indeferimento do pleito de indenização por danos morais . Insurgência. Requerimento de INDENIZAÇÃO POR DANO MORAIS . Acolhimento. Fatos que extrapolaram o limite do suportável, transcendendo o mero inadimplemento contratual, ensejando o dano moral indenizável. Ademais, deve se considerar o desvio produtivo acarretado pela conduta ilícita da ré. Indenização arbitrada em R$ 10.000,00 (dez mil reais) que atende aos princípios da proporcionalidade e razoabilidade, estando, ainda, em conformidade com a jurisprudência deste E. Tribunal. Sentença reformada. RECURSO PROVIDO."
1007274-36.2025.8.26.0482,20616202,Apelação Cível,Empréstimo consignado,Daniel Blikstein,Presidente Prudente,37ª Câmara de Direito Privado,37,Direito Privado,10/06/2026,12/06/2026,4000.0,True,False,120,"AÇÃO DECLARATÓRIA C.C. REPETIÇÃO DO INDÉBITO E INDENIZAÇÃO POR DANOS MORAIS . Empréstimo consignado em benefício previdenciário negado pela autora. Alegação pelo réu de contratação eletrônica de cartão de crédito com reserva de margem consignável (RMC). Não comprovação. Faturas apresentadas insuficientes a conferir autenticidade ao empréstimo impugnado. Legitimidade da operação não demonstrada. Falha na prestação do serviço bancário. Relação de consumo e responsabilidade civil objetiva (arts. 3º, § 2º, e 14 do CDC – Súmula nº 297 do E. STJ). Dano moral caracterizado. Quantum indenizatório fixado em R$4.000,00, patamar adequado aos princípios da proporcionalidade e da razoabilidade. Devolução simples dos descontos anteriores a 30/03/2021 (Embargos de Divergência nº 676.608/RS, Corte Especial do STJ). Sentença reformada no ponto. RECURSO PARCIALMENTE PROVIDO."
1108008-11.2024.8.26.0100,20614863,Apelação Cível,Indenização por Dano Moral,J.L. Mônaco da Silva,São Paulo,5ª Câmara de Direito Privado,5,Direito Privado,11/06/2026,11/06/2026,25000.0,True,False,206,"PRELIMINARES - Alegação de ilegitimidade passiva - Inadmissibilidade - Responsabilidade pela divulgação de conteúdo em veículo de comunicação que é da empresa que o veicula, independentemente da origem da informação ou da imagem - Afirmação da ausência de responsabilidade objetiva e inaplicabilidade do art. 927, parágrafo único, do Código Civil - Descabimento - Empresas jornalísticas e de comunicação que têm o dever de averiguar a veracidade das informações antes de publicá-las, sob pena de causar prejuízo a terceiros e responder por eventuais indenizações - Preliminares rejeitadas.

INDENIZAÇÃO POR DANOS MORAIS - Publicação de matéria jornalística televisiva associando a imagem do coautor menor de idade à prática de ato infracional - Publicação da imagem da família dos autores, com a atribuição de forma equivocada e irresponsável ao menor de idade da prática de atentado em escola pública - Divulgação incontroversa de informação falsa, de extrema gravidade e de grande repercussão e comoção social, associando o menor à prática de ato infracional gravíssimo - Dano moral configurado - Indenização fixada em R$ 25.000,00 para o menor e em R$ 40.000,00 para os pais do menor, sendo R$ 20.00,00 para cada um - Observância dos princípios da proporcionalidade e da razoabilidade - Sentença mantida.

Preliminares rejeitadas e recursos desprovidos."
1011211-39.2025.8.26.0002,20612403,Apelação Cível,Cancelamento de vôo,Daniela Menegatti Milano,São Paulo,16ª Câmara de Direito Privado,16,Direito Privado,11/06/2026,11/06/2026,5000.0,True,False,155,"APELAÇÃO CÍVEL – Direito Privado – Transporte aéreo nacional – Cancelamento de voo – Ação de indenização por danos materiais e morais – Sentença de improcedência.
I. Discussão sobre responsabilidade civil da companhia aérea e configuração de danos materiais e morais.
II. Relação de consumo. Cancelamento de voo informado aos passageiros quando já estavam no aeroporto. Fortuito interno. Impossibilidade de realização da viagem, planejada com antecedência, ante ausência de oferta de reacomodação viável. Não cumprimento do dever de assistência material, nos termos da Resolução 400 da Anac. Falha na prestação do serviço. Responsabilidade objetiva da companhia aérea.
III. Dano material caracterizado. Não realização da viagem em função do inadimplemento contratual pela apelada. Necessidade de restituição do valor das passagens adquiridas. Dano moral configurado. Fatos que extrapolam o mero aborrecimento cotidiano. Fixação da indenização em R$ 5.000,00 a cada apelante, em atenção às particularidades do caso concreto.
IV – Sentença reformada – Recurso provido em parte."
1004774-75.2025.8.26.0068,20612404,Apelação Cível,Cancelamento de vôo,Daniela Menegatti Milano,Barueri,16ª Câmara de Direito Privado,16,Direito Privado,11/06/2026,11/06/2026,3000.0,True,False,162,"APELAÇÃO CÍVEL – Direito Privado – Transporte aéreo nacional – Alteração de voo – Ação de indenização por danos morais – Sentença de improcedência.
I. Discussão sobre responsabilidade civil da companhia aérea pelo atraso na chegada do passageiro ao destino.
II. Relação de consumo. Atraso de voo. Chegada ao destino 10 horas após o horário programado. Fortuito interno. Responsabilidade objetiva da companhia aérea. Inexistência de excludente de responsabilidade.
III. Dano moral caracterizado. Fatos que extrapolam o mero aborrecimento cotidiano. Atraso de 10 horas. Comunicação da alteração, contudo, realizada 10 horas antes do horário original. Embora não tenha observado a antecedência mínima prevista pela norma de regência, evitou que o apelante ficasse aguardando todo esse período no aeroporto, reduzindo os efeitos da alteração. Fixação da indenização em R$ 3.000,00, em atenção às particularidades do caso concreto. Inexistência de circunstâncias extraordinárias que justifiquem o arbitramento em quantia superior, sob pena de enriquecimento sem causa da vítima.
IV. Sentença reformada – Recurso provido em parte."
1114479-43.2024.8.26.0100,20612371,Apelação Cível,Cartão de Crédito,Gilberto Franceschini,São Paulo,Núcleo 4.0-T. III (DP2),,,11/06/2026,11/06/2026,2800.0,False,True,322,"DIREITO CIVIL. APELAÇÃO. CONTRATOS. RESPONSABILIDADE OBJETIVA DE INSTITUIÇÃO FINANCEIRA POR OPERAÇÕES FRAUDULENTAS. RECURSOS DO AUTOR E DO RÉU DESPROVIDOS.

I. Caso em Exame
1. Apelações interpostas por Jair Albino Da Silva e BB Administradora de Cartões de Crédito S/A contra sentença que declarou inexigíveis operações bancárias fraudulentas, condenou à restituição de R$ 2.800,00 e ao pagamento de indenização por danos morais no importe de R$ 3.000,00. O autor almeja a majoração dos danos morais . O réu apelante busca a reforma da sentença para afastar a condenação por danos morais e materiais, alegando funcionamento correto do sistema de segurança e inexistência de ato ilícito. 
II. Questão em Discussão 
2. Há duas questões em discussão: (i) saber se a instituição financeira é responsável pelas operações fraudulentas realizadas na conta do autor; e (ii) saber se há direito à indenização por danos morais e seu valor.

III. Razões de Decidir 
3. A responsabilidade objetiva da instituição financeira decorre do risco da atividade, conforme o artigo 14 do Código de Defesa do Consumidor, não havendo excludentes de responsabilidade. 
4. As instituições financeiras devem adotar medidas de segurança adequadas para prevenir fraudes. 
5. As operações fraudulentas destoam do perfil de consumo do autor, evidenciando falha na prestação do serviço. 
6. O autor não tinha por hábito realizar múltiplas transações em um único dia, especialmente em valores idênticos e em sequência, o que deveria ter acionado os mecanismos de segurança do banco. 
7. As transações ocorreram em local diverso do domicílio do autor (Rio de Janeiro), reforçando a suspeita de fraude. 

IV. Dispositivo e Tese 
8. Recursos do autor e do réu desprovidos. 
Tese de julgamento: 1. As instituições financeiras respondem objetivamente por fraudes praticadas por terceiros, especialmente quando as transações destoam do perfil habitual de gastos do consumidor. 2. A indenização por danos morais é devida quando há falha na prestação do serviço, considerando o perfil de consumo e a ausência de medidas de segurança adequadas."
1041838-23.2025.8.26.0100,20608683,Apelação Cível,Cancelamento de vôo,Francisco Giaquinto,São Paulo,13ª Câmara de Direito Privado,13,Direito Privado,10/06/2026,10/06/2026,4000.0,True,True,200,"DIREITO CIVIL. APELAÇÃO. TRANSPORTE AÉREO. INDENIZAÇÃO POR DANOS MORAIS . ATRASO DE VOO. RECURSO PARCIALMENTE PROVIDO.
I. Caso em Exame
Ação indenizatória por danos morais decorrentes de atraso de voo internacional julgada parcialmente procedente, condenando a ré ao pagamento de R$4.000,00 por danos morais devido ao atraso de 29 horas no voo.
II. Questão em Discussão 
2. A questão em discussão consiste em determinar se o valor da indenização por danos morais deve ser majorado em razão do atraso significativo e da conduta omissiva da ré ao não considerar alternativa de reacomodação mais adequada.
III. Razões de Decidir 
3. O atraso de 29 horas no voo, sem justificativa de caso fortuito ou força maior, caracteriza falha na prestação do serviço, configurando dano moral . 
4. A reacomodação inadequada, desconsiderando alternativa com menor atraso, agravou o abalo emocional da autora, justificando a majoração da indenização.
IV. Dispositivo e Tese 
5. Recurso parcialmente provido para majorar a indenização por danos morais para R$8.000,00. 
Tese de julgamento: 1. A falha na prestação do serviço de transporte aéreo, com atraso significativo, configura dano moral . 2. A indenização deve ser proporcional ao dano sofrido, considerando a conduta da ré e a extensão do prejuízo."
1010250-15.2023.8.26.0020,20608632,Apelação Cível,Transporte de Pessoas,Francisco Giaquinto,São Paulo,13ª Câmara de Direito Privado,13,Direito Privado,10/06/2026,10/06/2026,20000.0,False,False,485,"DIREITO CIVIL. AÇÃO DE INDENIZAÇÃO POR PERDAS E DANOS. RESPONSABILIDADE OBJETIVA. TRANSPORTE COLETIVO. DANOS MORAIS E LUCROS CESSANTES.

I. Caso em Exame
1. Ação de indenização por perdas e danos proposta por passageira em face de empresa de transporte coletivo, em razão de lesões sofridas após frenagem brusca do ônibus. Sentença julgou parcialmente procedente a demanda, condenando a ré ao pagamento de R$ 20.000,00 por danos morais e R$ 4.200,00 por lucros cessantes, além de honorários advocatícios.

II. Questão em Discussão
2. A questão em discussão consiste em determinar a extensão dos lucros cessantes devidos à autora, considerando o período de convalescença após acidente em transporte coletivo, e a possibilidade de inclusão de danos emergentes não pleiteados inicialmente.

III. Razões de Decidir
3. DA NATUREZA DA RESPONSABILIDADE E O DEVER DE INCOLUMIDADE: A responsabilidade das concessionárias de transporte público é objetiva, pautada no risco administrativo (Art. 37, § 6º, da CF) e na relação de consumo (Art. 14 do CDC). O transportador assume uma obrigação de resultado, qual seja, a cláusula de incolumidade, devendo conduzir o passageiro são e salvo ao destino. A frenagem brusca, ainda que decorrente de fatos comuns do tráfego urbano, caracteriza-se como fortuito interno, insuficiente para romper o nexo causal. Culpa exclusiva da vítima não demonstrada pela ré (Art. 373, II, do CPC).

4. DOS DANOS EMERGENTES E LIMITES DA LIDE: Inviabilidade do conhecimento do pleito de ressarcimento por despesas farmacêuticas e de transporte. Inexistência de pedido expresso e determinado na petição inicial (Art. 324 do CPC). A narrativa fática sem pedido correspondente impede o julgamento favorável, sob pena de violação aos princípios da congruência, da adstrição e da estabilização objetiva da lide (Arts. 141 e 492 do CPC). Configuração de inovação recursal.

5. DOS LUCROS CESSANTES E O FATO SUPERVENIENTE: A indenização dos lucros cessantes deve ser integral, abrangendo todo o período em que a vítima permaneceu impossibilitada de exercer seu labor habitual de cuidadora de idosos (Art. 949 do CC). No caso, a função de cuidadora de idosos exige pleno esforço físico, incompatível com a luxação sofrida no ombro. Reconhecimento de fato superveniente (Art. 493 do CPC) consubstanciado em relatório médico e alta de fisioterapia apresentados em sede recursal, que comprovam que a convalescença e a incapacidade se estenderam até abril de 2025, após intervenção cirúrgica e reabilitação motora. Reforma da sentença para ampliar o termo final da verba indenizatória.

IV. Dispositivo e Tese
6. Recurso parcialmente provido para estender o período de lucros cessantes até abril de 2025.
Tese de julgamento: 1. A responsabilidade objetiva da transportadora abrange danos causados a passageiros, salvo prova de excludente. 2. Lucros cessantes devem cobrir todo o período de convalescença comprovado.

Legislação Citada:
CF, art. 37, §6º; CC, arts. 402, 403, 944, 949; CDC, art. 14; CPC, arts. 141, 492, 493.
Jurisprudência Citada:
STF, RE 262.651/SP, Rel. Min. Carlos Velloso, DJ 06-05-2005.
STJ, REsp nº 721.091/SP, Rel. Min. Jorge Scartezzini, j. 04/08/2005."
1065039-15.2023.8.26.0100,20604157,Apelação Cível,Prestação de Serviços,Luiz Eurico,São Paulo,33ª Câmara de Direito Privado,33,Direito Privado,09/06/2026,09/06/2026,,False,False,102,APELAÇÃO CÍVEL – OBRIGAÇÃO DE FAZER CUMULADA COM INDENIZAÇÃO – MARKETPLACE – FALHA NA PRESTAÇÃO DE SERVIÇOS – ATRASO EM COLETAS E RETENÇÃO DE VALORES – APLICABILIDADE DO CDC – TEORIA FINALISTA MITIGADA – RESPONSABILIDADE OBJETIVA - VALORES RETIDOS – AUSÊNCIA DE COMPROVAÇÃO INTEGRAL – DESBLOQUEIO DO SALDO INDEVIDO A APURAR EM LIQUIDAÇÃO - LUCROS CESSANTES – CABIMENTO – APURAÇÃO PELO LUCRO LÍQUIDO – NECESSIDADE DE LIQUIDAÇÃO - DANOS MORAIS – PESSOA JURÍDICA – SÚMULA 227 DO STJ – ABALO À HONRA OBJETIVA CONFIGURADO – INDENIZAÇÃO DEVIDA - SENTENÇA PARCIALMENTE REFORMADA – RECURSO DA RÉ PARCIALMENTE PROVIDO – RECURSO ADESIVO PARCIALMENTE PROVIDO
